page_id,cluster_id,week_index,archetype_id,content_age_days,word_count,internal_inlinks,serp_feature_count,avg_position,impressions,clicks,observed_ctr,estimated_bounce_rate,avg_dwell_sec
anon_page_0715,cluster_19,4,3,730,1925,8,0,3.52,2944,180,0.0611,0.464,161
anon_page_0715,cluster_19,5,3,737,1925,8,1,3.71,3006,175,0.0582,0.475,121
anon_page_0715,cluster_19,6,3,744,1925,8,0,3.73,2811,157,0.0559,0.486,151
anon_page_0715,cluster_19,7,3,751,1925,8,1,3.95,2903,154,0.053,0.534,88
anon_page_0715,cluster_19,8,3,758,1925,8,2,4.17,3007,153,0.0509,0.538,128
anon_page_0715,cluster_19,9,3,765,1925,8,2,4.2,2820,136,0.0482,0.6,61
anon_page_0715,cluster_19,10,3,772,1925,8,1,4.33,2784,128,0.046,0.389,112
anon_page_0715,cluster_19,11,3,779,1925,8,2,4.69,3101,137,0.0442,0.632,146
anon_page_0715,cluster_19,12,3,786,1925,8,1,4.66,2819,117,0.0415,0.529,131
anon_page_0715,cluster_19,13,3,793,1925,8,3,4.87,2911,116,0.0398,0.677,137
anon_page_0715,cluster_19,14,3,800,1925,8,2,4.93,2771,104,0.0375,0.562,121
anon_page_0715,cluster_19,15,3,807,1925,8,3,5.07,2757,98,0.0355,0.65,144
anon_page_0716,cluster_20,0,3,623,1519,21,1,5.39,6024,284,0.0471,0.431,163
anon_page_0716,cluster_20,1,3,630,1519,21,1,5.62,6242,285,0.0457,0.68,196
anon_page_0716,cluster_20,2,3,637,1519,21,2,5.74,6155,270,0.0439,0.564,133
anon_page_0716,cluster_20,3,3,644,1519,21,0,5.8,5871,244,0.0416,0.603,140
anon_page_0716,cluster_20,4,3,651,1519,21,2,5.96,5883,235,0.0399,0.676,100
anon_page_0716,cluster_20,5,3,658,1519,21,2,6.16,6031,232,0.0385,0.864,114
anon_page_0716,cluster_20,6,3,665,1519,21,1,6.25,5839,213,0.0365,0.715,134
anon_page_0716,cluster_20,7,3,672,1519,21,1,6.44,5958,209,0.0351,0.595,83
anon_page_0716,cluster_20,8,3,679,1519,21,0,6.44,5505,180,0.0327,0.66,95
anon_page_0716,cluster_20,9,3,686,1519,21,1,6.76,5997,192,0.032,0.573,149
anon_page_0716,cluster_20,10,3,693,1519,21,3,6.82,5717,171,0.0299,0.797,145
anon_page_0716,cluster_20,11,3,700,1519,21,3,7.01,5843,168,0.0288,0.897,106
anon_page_0716,cluster_20,12,3,707,1519,21,1,7.38,6468,185,0.0286,0.679,132
anon_page_0716,cluster_20,13,3,714,1519,21,1,7.31,5814,149,0.0256,0.808,166
anon_page_0716,cluster_20,14,3,721,1519,21,1,7.38,5549,131,0.0236,0.696,155
anon_page_0716,cluster_20,15,3,728,1519,21,0,7.59,5720,129,0.0226,0.632,72
anon_page_0717,cluster_21,0,3,561,884,5,1,4.02,8993,546,0.0607,0.66,144
anon_page_0717,cluster_21,1,3,568,884,5,1,4.16,8953,522,0.0583,0.606,164
anon_page_0717,cluster_21,2,3,575,884,5,2,4.25,8679,485,0.0559,0.785,134
anon_page_0717,cluster_21,3,3,582,884,5,0,4.56,9370,506,0.054,0.672,113
anon_page_0717,cluster_21,4,3,589,884,5,2,4.73,9475,492,0.0519,0.558,164
anon_page_0717,cluster_21,5,3,596,884,5,2,4.84,9277,461,0.0497,0.88,147
anon_page_0717,cluster_21,6,3,603,884,5,1,4.96,9092,433,0.0476,0.663,105
anon_page_0717,cluster_21,7,3,610,884,5,1,5.1,9074,414,0.0456,0.748,92
anon_page_0717,cluster_21,8,3,617,884,5,0,5.27,9119,399,0.0438,0.666,128
anon_page_0717,cluster_21,9,3,624,884,5,1,5.35,8817,367,0.0416,0.731,69
anon_page_0717,cluster_21,10,3,631,884,5,1,5.54,8966,358,0.0399,0.61,185
anon_page_0717,cluster_21,11,3,638,884,5,0,5.64,8703,330,0.0379,0.596,103
anon_page_0717,cluster_21,12,3,645,884,5,0,5.83,8884,323,0.0364,0.611,175
anon_page_0717,cluster_21,13,3,652,884,5,0,5.94,8688,299,0.0344,0.649,125
anon_page_0717,cluster_21,14,3,659,884,5,0,6.08,8617,282,0.0327,0.809,97
anon_page_0717,cluster_21,15,3,666,884,5,1,6.3,8921,280,0.0314,0.747,156
anon_page_0718,cluster_22,0,1,382,826,19,0,4.24,3395,373,0.1099,0.591,134
anon_page_0718,cluster_22,1,1,389,826,19,0,4.61,3285,338,0.1029,0.789,168
anon_page_0718,cluster_22,2,1,396,826,19,3,4.27,2257,214,0.0948,0.657,177
anon_page_0718,cluster_22,3,1,403,826,19,0,4.84,2402,213,0.0887,0.818,52
anon_page_0718,cluster_22,4,1,410,826,19,1,5.55,2722,228,0.0838,0.773,107
anon_page_0718,cluster_22,5,1,417,826,19,1,5.76,2404,186,0.0774,0.565,113
anon_page_0718,cluster_22,6,1,424,826,19,1,6.51,2779,206,0.0741,0.809,137
anon_page_0718,cluster_22,7,1,431,826,19,1,7.19,3058,217,0.071,0.69,161
anon_page_0718,cluster_22,8,1,438,826,19,0,7.31,2623,168,0.064,0.655,133
anon_page_0718,cluster_22,9,1,445,826,19,1,7.58,2375,139,0.0585,0.828,130
anon_page_0718,cluster_22,10,1,452,826,19,3,8.01,2345,127,0.0542,0.641,117
anon_page_0718,cluster_22,11,1,459,826,19,0,8.18,1968,94,0.0478,0.723,75
anon_page_0718,cluster_22,12,1,466,826,19,1,9.12,2592,123,0.0475,0.758,87
anon_page_0718,cluster_22,13,1,473,826,19,2,9.14,2019,81,0.0401,0.715,105
anon_page_0718,cluster_22,14,1,480,826,19,2,9.9,2413,94,0.039,0.797,120
anon_page_0718,cluster_22,15,1,487,826,19,0,10.43,2507,90,0.0359,0.823,91
anon_page_0719,cluster_23,0,2,631,1716,4,0,8.63,5981,198,0.0331,0.477,138
anon_page_0719,cluster_23,1,2,638,1716,4,0,8.34,5834,204,0.035,0.818,157
anon_page_0719,cluster_23,2,2,645,1716,4,2,8.19,6139,232,0.0378,0.656,159
anon_page_0719,cluster_23,3,2,652,1716,4,0,7.93,6075,242,0.0398,0.578,123
anon_page_0719,cluster_23,4,2,659,1716,4,3,7.87,6643,289,0.0435,0.653,149
anon_page_0719,cluster_23,5,2,666,1716,4,1,7.57,6478,294,0.0454,0.797,99
anon_page_0719,cluster_23,6,2,673,1716,4,1,7.39,6668,321,0.0481,0.593,172
anon_page_0719,cluster_23,7,2,680,1716,4,0,7.4,7455,389,0.0522,0.649,124
anon_page_0719,cluster_23,8,2,687,1716,4,0,6.47,5367,269,0.0501,0.392,157
anon_page_0719,cluster_23,9,2,694,1716,4,2,6.39,5849,314,0.0537,0.613,218
anon_page_0719,cluster_23,10,2,701,1716,4,2,6.16,5904,333,0.0564,0.512,120
anon_page_0719,cluster_23,11,2,708,1716,4,2,6.21,6787,412,0.0607,0.638,131
anon_page_0719,cluster_23,12,2,715,1716,4,0,5.91,6633,418,0.063,0.663,219
anon_page_0719,cluster_23,13,2,722,1716,4,1,5.53,6232,406,0.0651,0.645,158
anon_page_0719,cluster_23,14,2,729,1716,4,1,5.14,5787,391,0.0676,0.806,139
anon_page_0719,cluster_23,15,2,736,1716,4,3,5.2,6704,481,0.0717,0.716,200
anon_page_0720,cluster_00,0,0,198,1255,33,1,3.74,6473,951,0.1469,0.629,200
anon_page_0720,cluster_00,1,0,205,1255,33,1,3.64,5984,874,0.1461,0.555,84
anon_page_0720,cluster_00,2,0,212,1255,33,2,3.78,6207,900,0.145,0.651,113
anon_page_0720,cluster_00,3,0,219,1255,33,0,3.84,6199,892,0.1439,0.541,135
anon_page_0720,cluster_00,4,0,226,1255,33,2,3.89,6179,883,0.1429,0.885,149
anon_page_0720,cluster_00,5,0,233,1255,33,0,3.85,5862,832,0.1419,0.512,170
anon_page_0720,cluster_00,6,0,240,1255,33,1,4.13,6534,921,0.141,0.64,142
anon_page_0720,cluster_00,7,0,247,1255,33,1,4.08,6201,868,0.14,0.521,171
anon_page_0720,cluster_00,8,0,254,1255,33,0,4.25,6545,910,0.139,0.478,127
anon_page_0720,cluster_00,9,0,261,1255,33,0,4.31,6546,904,0.1381,0.717,115
anon_page_0720,cluster_00,10,0,268,1255,33,0,4.3,6299,864,0.1372,0.726,173
anon_page_0720,cluster_00,11,0,275,1255,33,1,4.34,6263,853,0.1362,0.695,68
anon_page_0720,cluster_00,12,0,282,1255,33,0,4.41,6289,851,0.1353,0.713,134
anon_page_0720,cluster_00,13,0,289,1255,33,1,4.61,6721,906,0.1348,0.653,106
anon_page_0720,cluster_00,14,0,296,1255,33,0,4.45,6020,803,0.1334,0.586,113
anon_page_0720,cluster_00,15,0,303,1255,33,1,4.69,6572,874,0.133,0.688,150
anon_page_0721,cluster_01,0,4,101,611,11,2,8.39,4666,327,0.0701,0.767,112
anon_page_0721,cluster_01,1,4,108,611,11,3,8.66,5045,356,0.0706,0.683,151
anon_page_0721,cluster_01,2,4,115,611,11,3,9.28,6175,456,0.0738,0.581,142
anon_page_0721,cluster_01,3,4,122,611,11,1,8.84,5048,348,0.0689,0.622,96
anon_page_0721,cluster_01,4,4,129,611,11,1,8.82,4807,323,0.0672,0.606,130
anon_page_0721,cluster_01,5,4,136,611,11,1,8.73,4409,287,0.0651,0.726,89
anon_page_0721,cluster_01,6,4,143,611,11,1,7.5,1606,87,0.0542,0.525,132
anon_page_0721,cluster_01,7,4,150,611,11,0,9.71,6109,427,0.0699,0.947,168
anon_page_0721,cluster_01,8,4,157,611,11,0,8.52,3372,199,0.059,0.618,107
anon_page_0721,cluster_01,9,4,164,611,11,2,8.56,3267,189,0.0579,0.59,94
anon_page_0721,cluster_01,10,4,171,611,11,2,10.25,6664,465,0.0698,0.809,138
anon_page_0721,cluster_01,11,4,178,611,11,0,9.16,4161,247,0.0594,0.598,129
anon_page_0721,cluster_01,12,4,185,611,11,1,9.15,3946,228,0.0578,0.731,129
anon_page_0721,cluster_01,13,4,192,611,11,0,8.89,3196,173,0.0541,0.841,162
anon_page_0721,cluster_01,14,4,199,611,11,1,9.11,3461,189,0.0546,0.56,172
anon_page_0721,cluster_01,15,4,206,611,11,0,9.17,3400,182,0.0535,0.741,142
anon_page_0722,cluster_02,0,0,408,1424,4,1,3.86,33090,4471,0.1351,0.628,193
anon_page_0722,cluster_02,1,0,415,1424,4,1,4.04,35053,4701,0.1341,0.644,169
anon_page_0722,cluster_02,2,0,422,1424,4,1,4.09,34935,4651,0.1331,0.673,103
anon_page_0722,cluster_02,3,0,429,1424,4,1,4.16,35005,4627,0.1322,0.567,138
anon_page_0722,cluster_02,4,0,436,1424,4,1,4.08,32678,4285,0.1311,0.553,157
anon_page_0722,cluster_02,5,0,443,1424,4,1,4.19,33530,4366,0.1302,0.537,177
anon_page_0722,cluster_02,6,0,450,1424,4,1,4.36,35371,4578,0.1294,0.761,126
anon_page_0722,cluster_02,7,0,457,1424,4,2,4.34,34016,4368,0.1284,0.678,85
anon_page_0722,cluster_02,8,0,464,1424,4,2,4.66,38498,4931,0.1281,0.56,165
anon_page_0722,cluster_02,9,0,471,1424,4,1,4.54,35344,4481,0.1268,0.82,103
anon_page_0722,cluster_02,10,0,478,1424,4,1,4.55,34493,4340,0.1258,0.713,166
anon_page_0722,cluster_02,11,0,485,1424,4,1,4.43,31340,3904,0.1246,0.662,181
anon_page_0722,cluster_02,12,0,492,1424,4,0,4.7,34868,4330,0.1242,0.492,140
anon_page_0722,cluster_02,13,0,499,1424,4,3,4.66,33199,4086,0.1231,0.617,131
anon_page_0722,cluster_02,14,0,506,1424,4,2,4.75,33626,4113,0.1223,0.647,138
anon_page_0722,cluster_02,15,0,513,1424,4,2,4.95,36099,4402,0.1219,0.692,68
anon_page_0723,cluster_03,0,4,565,3145,32,1,7.69,1826,121,0.0663,0.752,114
anon_page_0723,cluster_03,1,4,572,3145,32,0,8.44,2552,180,0.0705,0.859,149
anon_page_0723,cluster_03,2,4,579,3145,32,1,8.57,2597,182,0.0701,0.71,152
anon_page_0723,cluster_03,3,4,586,3145,32,0,7.98,1851,118,0.0637,0.363,126
anon_page_0723,cluster_03,4,4,593,3145,32,0,8.37,2176,142,0.0653,0.602,128
anon_page_0723,cluster_03,5,4,600,3145,32,0,9.13,2907,203,0.0698,0.712,120
anon_page_0723,cluster_03,6,4,607,3145,32,1,9.04,2712,183,0.0675,0.765,136
anon_page_0723,cluster_03,7,4,614,3145,32,1,8.86,2408,156,0.0648,0.637,100
anon_page_0723,cluster_03,8,4,621,3145,32,1,9.19,2672,176,0.0659,0.877,125
anon_page_0723,cluster_03,9,4,628,3145,32,0,8.44,1746,102,0.0584,0.522,158
anon_page_0723,cluster_03,10,4,635,3145,32,1,9.51,2824,184,0.0652,0.53,126
anon_page_0723,cluster_03,11,4,642,3145,32,1,10.32,3604,254,0.0705,0.723,172
anon_page_0723,cluster_03,12,4,649,3145,32,0,9.24,2327,140,0.0602,0.717,126
anon_page_0723,cluster_03,13,4,656,3145,32,2,10.07,3130,205,0.0655,0.568,108
anon_page_0723,cluster_03,14,4,663,3145,32,2,9.46,2366,139,0.0587,0.69,137
anon_page_0723,cluster_03,15,4,670,3145,32,0,9.16,1935,106,0.0548,0.749,94
anon_page_0724,cluster_04,0,2,264,1639,29,3,9.71,4338,188,0.0433,0.806,188
anon_page_0724,cluster_04,1,2,271,1639,29,1,9.61,4733,220,0.0465,0.728,133
anon_page_0724,cluster_04,2,2,278,1639,29,0,10.03,6537,353,0.054,0.779,132
anon_page_0724,cluster_04,3,2,285,1639,29,1,9.53,5845,315,0.0539,0.873,121
anon_page_0724,cluster_04,4,2,292,1639,29,1,9.12,5386,294,0.0546,0.702,158
anon_page_0724,cluster_04,5,2,299,1639,29,0,8.94,5579,320,0.0574,0.735,163
anon_page_0724,cluster_04,6,2,306,1639,29,1,8.44,4895,281,0.0574,0.551,137
anon_page_0724,cluster_04,7,2,313,1639,29,2,8.5,5704,353,0.0619,0.683,147
anon_page_0724,cluster_04,8,2,320,1639,29,1,8.05,5161,323,0.0626,0.921,196
anon_page_0724,cluster_04,9,2,327,1639,29,2,7.86,5307,346,0.0652,0.697,194
anon_page_0724,cluster_04,10,2,334,1639,29,0,7.63,5352,362,0.0676,0.722,132
anon_page_0724,cluster_04,11,2,341,1639,29,1,7.51,5685,402,0.0707,0.614,205
anon_page_0724,cluster_04,12,2,348,1639,29,1,7.69,6821,518,0.0759,0.736,179
anon_page_0724,cluster_04,13,2,355,1639,29,1,7.16,6055,462,0.0763,0.585,245
anon_page_0724,cluster_04,14,2,362,1639,29,0,6.77,5658,440,0.0778,0.679,176
anon_page_0724,cluster_04,15,2,369,1639,29,2,6.42,5382,429,0.0797,0.715,150
anon_page_0725,cluster_05,0,2,223,1624,3,2,8.9,6748,314,0.0465,0.547,168
anon_page_0725,cluster_05,1,2,230,1624,3,0,8.57,6439,309,0.048,0.84,117
anon_page_0725,cluster_05,2,2,237,1624,3,1,8.43,6800,346,0.0509,0.797,159
anon_page_0725,cluster_05,3,2,244,1624,3,1,8.48,7829,432,0.0552,0.758,156
anon_page_0725,cluster_05,4,2,251,1624,3,3,8.17,7597,432,0.0569,0.575,135
anon_page_0725,cluster_05,5,2,258,1624,3,2,7.86,7366,432,0.0586,0.747,171
anon_page_0725,cluster_05,6,2,265,1624,3,2,7.7,7665,471,0.0614,0.744,144
anon_page_0725,cluster_05,7,2,272,1624,3,2,7.32,7207,453,0.0629,0.639,163
anon_page_0725,cluster_05,8,2,279,1624,3,1,7.16,7515,495,0.0659,0.608,102
anon_page_0725,cluster_05,9,2,286,1624,3,0,6.6,6406,424,0.0662,0.617,145
anon_page_0725,cluster_05,10,2,293,1624,3,0,6.39,6508,449,0.069,0.476,166
anon_page_0725,cluster_05,11,2,300,1624,3,2,6.4,7429,543,0.0731,0.697,161
anon_page_0725,cluster_05,12,2,307,1624,3,2,6.24,7709,587,0.0761,0.797,156
anon_page_0725,cluster_05,13,2,314,1624,3,2,5.93,7476,586,0.0784,0.553,147
anon_page_0725,cluster_05,14,2,321,1624,3,1,5.47,6716,538,0.0801,0.532,144
anon_page_0725,cluster_05,15,2,328,1624,3,0,5.48,7605,640,0.0842,0.568,134
anon_page_0726,cluster_06,0,1,624,1285,2,3,2.86,59062,7065,0.1196,0.68,141
anon_page_0726,cluster_06,1,1,631,1285,2,0,3.24,56694,6220,0.1097,0.474,71
anon_page_0726,cluster_06,2,1,638,1285,2,1,3.87,61978,6247,0.1008,0.691,133
anon_page_0726,cluster_06,3,1,645,1285,2,1,4.5,67436,6331,0.0939,0.605,149
anon_page_0726,cluster_06,4,1,652,1285,2,2,4.54,54247,4691,0.0865,0.704,124
anon_page_0726,cluster_06,5,1,659,1285,2,0,5.3,63788,5197,0.0815,0.689,89
anon_page_0726,cluster_06,6,1,666,1285,2,1,5.9,68006,5221,0.0768,0.512,119
anon_page_0726,cluster_06,7,1,673,1285,2,1,6.35,67784,4865,0.0718,0.598,112
anon_page_0726,cluster_06,8,1,680,1285,2,3,6.97,72951,4969,0.0681,0.666,139
anon_page_0726,cluster_06,9,1,687,1285,2,1,6.91,56621,3411,0.0602,0.694,86
anon_page_0726,cluster_06,10,1,694,1285,2,0,7.72,67730,3944,0.0582,0.745,104
anon_page_0726,cluster_06,11,1,701,1285,2,2,8.17,67397,3639,0.054,0.754,164
anon_page_0726,cluster_06,12,1,708,1285,2,1,8.44,61323,2973,0.0485,0.659,132
anon_page_0726,cluster_06,13,1,715,1285,2,1,9.08,67251,3090,0.0459,0.591,116
anon_page_0726,cluster_06,14,1,722,1285,2,0,9.57,68176,2886,0.0423,0.829,116
anon_page_0726,cluster_06,15,1,729,1285,2,1,9.69,57265,2048,0.0358,0.616,104
anon_page_0727,cluster_07,0,0,71,1509,8,2,2.69,14193,2311,0.1628,0.687,131
anon_page_0727,cluster_07,1,0,78,1509,8,0,2.97,15737,2508,0.1594,0.579,133
anon_page_0727,cluster_07,2,0,85,1509,8,0,2.81,14193,2266,0.1597,0.608,131
anon_page_0727,cluster_07,3,0,92,1509,8,1,3.03,15263,2397,0.157,0.619,132
anon_page_0727,cluster_07,4,0,99,1509,8,3,2.89,13887,2180,0.157,0.534,131
anon_page_0727,cluster_07,5,0,106,1509,8,1,3.16,15324,2364,0.1543,0.557,207
anon_page_0727,cluster_07,6,0,113,1509,8,1,3.09,14411,2214,0.1536,0.742,161
anon_page_0727,cluster_07,7,0,120,1509,8,2,3.29,15388,2334,0.1517,0.534,164
anon_page_0727,cluster_07,8,0,127,1509,8,1,3.04,13206,2007,0.152,0.63,131
anon_page_0727,cluster_07,9,0,134,1509,8,0,3.23,14101,2114,0.1499,0.563,104
anon_page_0727,cluster_07,10,0,141,1509,8,2,3.2,13514,2014,0.149,0.449,125
anon_page_0727,cluster_07,11,0,148,1509,8,1,3.33,13935,2056,0.1475,0.647,94
anon_page_0727,cluster_07,12,0,155,1509,8,1,3.37,13823,2023,0.1464,0.534,113
anon_page_0727,cluster_07,13,0,162,1509,8,1,3.46,14035,2036,0.1451,0.463,149
anon_page_0727,cluster_07,14,0,169,1509,8,3,3.66,14995,2154,0.1436,0.644,165
anon_page_0727,cluster_07,15,0,176,1509,8,2,3.57,13933,1990,0.1428,0.612,140
anon_page_0728,cluster_08,0,1,483,2134,5,0,4.17,4276,493,0.1153,0.793,93
anon_page_0728,cluster_08,1,1,490,2134,5,3,4.07,3272,353,0.1079,0.618,139
anon_page_0728,cluster_08,2,1,497,2134,5,2,4.99,4095,419,0.1023,0.489,190
anon_page_0728,cluster_08,3,1,504,2134,5,2,5.49,4176,404,0.0967,0.564,154
anon_page_0728,cluster_08,4,1,511,2134,5,0,5.92,4128,377,0.0913,0.597,118
anon_page_0728,cluster_08,5,1,518,2134,5,0,6.2,3801,325,0.0855,0.667,97
anon_page_0728,cluster_08,6,1,525,2134,5,0,6.25,3050,238,0.078,0.566,171
anon_page_0728,cluster_08,7,1,532,2134,5,1,7.47,4438,348,0.0784,0.578,113
anon_page_0728,cluster_08,8,1,539,2134,5,3,7.63,3888,280,0.072,0.539,142
anon_page_0728,cluster_08,9,1,546,2134,5,3,7.69,3175,206,0.0649,0.54,94
anon_page_0728,cluster_08,10,1,553,2134,5,0,8.54,3872,247,0.0638,0.699,158
anon_page_0728,cluster_08,11,1,560,2134,5,1,8.74,3402,196,0.0576,0.95,102
anon_page_0728,cluster_08,12,1,567,2134,5,1,9.57,4085,232,0.0568,0.821,50
anon_page_0728,cluster_08,13,1,574,2134,5,3,9.69,3465,174,0.0502,0.686,90
anon_page_0728,cluster_08,14,1,581,2134,5,1,10.19,3545,166,0.0468,0.714,121
anon_page_0728,cluster_08,15,1,588,2134,5,3,10.54,3338,141,0.0422,0.872,34
anon_page_0729,cluster_09,0,4,63,910,18,0,4.8,5395,264,0.0489,0.751,153
anon_page_0729,cluster_09,1,4,70,910,18,1,5.29,7561,373,0.0493,0.549,133
anon_page_0729,cluster_09,2,4,77,910,18,0,6.17,11856,619,0.0522,0.44,138
anon_page_0729,cluster_09,3,4,84,910,18,1,5.7,8789,423,0.0481,0.56,103
anon_page_0729,cluster_09,4,4,91,910,18,1,6.35,11818,593,0.0502,0.686,169
anon_page_0729,cluster_09,5,4,98,910,18,3,6.03,9580,449,0.0469,0.756,117
anon_page_0729,cluster_09,6,4,105,910,18,1,5.49,6136,262,0.0427,0.625,84
anon_page_0729,cluster_09,7,4,112,910,18,0,6.3,10051,456,0.0454,0.678,118
anon_page_0729,cluster_09,8,4,119,910,18,3,6.75,11994,559,0.0466,0.563,111
anon_page_0729,cluster_09,9,4,126,910,18,2,5.98,7332,298,0.0406,0.59,180
anon_page_0729,cluster_09,10,4,133,910,18,1,6.43,9276,386,0.0416,0.653,108
anon_page_0729,cluster_09,11,4,140,910,18,0,7.16,12719,569,0.0447,0.599,146
anon_page_0729,cluster_09,12,4,147,910,18,3,6.43,8244,318,0.0386,0.736,115
anon_page_0729,cluster_09,13,4,154,910,18,2,7.0,10855,442,0.0407,0.843,88
anon_page_0729,cluster_09,14,4,161,910,18,2,7.08,10803,429,0.0397,0.735,164
anon_page_0729,cluster_09,15,4,168,910,18,0,6.66,8023,285,0.0355,0.651,135
anon_page_0730,cluster_10,0,1,108,1752,18,1,3.55,3663,485,0.1324,0.74,129
anon_page_0730,cluster_10,1,1,115,1752,18,0,3.45,2872,360,0.1253,0.578,80
anon_page_0730,cluster_10,2,1,122,1752,18,3,3.61,2448,287,0.1172,0.535,142
anon_page_0730,cluster_10,3,1,129,1752,18,0,4.45,2989,329,0.1101,0.74,138
anon_page_0730,cluster_10,4,1,136,1752,18,0,4.6,2546,262,0.1029,0.437,128
anon_page_0730,cluster_10,5,1,143,1752,18,1,5.11,2618,254,0.097,0.723,108
anon_page_0730,cluster_10,6,1,150,1752,18,2,5.62,2697,247,0.0916,0.608,25
anon_page_0730,cluster_10,7,1,157,1752,18,0,6.59,3409,305,0.0895,0.698,115
anon_page_0730,cluster_10,8,1,164,1752,18,0,6.79,3056,254,0.0831,0.492,112
anon_page_0730,cluster_10,9,1,171,1752,18,1,6.84,2473,188,0.076,0.554,99
anon_page_0730,cluster_10,10,1,178,1752,18,1,7.3,2474,177,0.0715,0.718,108
anon_page_0730,cluster_10,11,1,185,1752,18,0,8.05,2882,200,0.0694,0.693,143
anon_page_0730,cluster_10,12,1,192,1752,18,1,8.4,2736,176,0.0643,0.736,70
anon_page_0730,cluster_10,13,1,199,1752,18,1,8.9,2791,169,0.0606,0.869,151
anon_page_0730,cluster_10,14,1,206,1752,18,0,9.62,3160,186,0.0589,0.777,75
anon_page_0730,cluster_10,15,1,213,1752,18,1,9.51,2351,119,0.0506,0.592,82
anon_page_0731,cluster_11,0,1,33,2186,19,2,4.9,12505,1358,0.1086,0.618,162
anon_page_0731,cluster_11,1,1,40,2186,19,2,5.83,15845,1665,0.1051,0.649,171
anon_page_0731,cluster_11,2,1,47,2186,19,2,6.31,15997,1602,0.1001,0.745,112
anon_page_0731,cluster_11,3,1,54,2186,19,2,6.2,11884,1094,0.0921,0.667,177
anon_page_0731,cluster_11,4,1,61,2186,19,1,7.07,14875,1337,0.0899,0.663,113
anon_page_0731,cluster_11,5,1,68,2186,19,1,7.77,16644,1452,0.0872,0.799,140
anon_page_0731,cluster_11,6,1,75,2186,19,0,7.89,14175,1142,0.0806,0.794,103
anon_page_0731,cluster_11,7,1,82,2186,19,2,8.58,15867,1241,0.0782,0.751,95
anon_page_0731,cluster_11,8,1,89,2186,19,0,8.52,12099,850,0.0703,0.614,43
anon_page_0731,cluster_11,9,1,96,2186,19,0,9.13,13161,887,0.0674,0.705,66
anon_page_0731,cluster_11,10,1,103,2186,19,3,9.07,9424,560,0.0594,0.751,149
anon_page_0731,cluster_11,11,1,110,2186,19,2,10.15,13956,847,0.0607,0.703,165
anon_page_0731,cluster_11,12,1,117,2186,19,0,10.88,15868,940,0.0592,0.708,156
anon_page_0731,cluster_11,13,1,124,2186,19,2,10.58,10367,510,0.0492,0.824,36
anon_page_0731,cluster_11,14,1,131,2186,19,2,11.66,14885,758,0.0509,0.712,64
anon_page_0731,cluster_11,15,1,138,2186,19,1,11.91,13402,612,0.0457,0.873,73
anon_page_0732,cluster_12,0,0,348,817,15,3,3.29,13882,2064,0.1487,0.626,195
anon_page_0732,cluster_12,1,0,355,817,15,1,3.25,13210,1953,0.1478,0.607,163
anon_page_0732,cluster_12,2,0,362,817,15,0,3.51,14583,2129,0.146,0.649,114
anon_page_0732,cluster_12,3,0,369,817,15,1,3.23,12247,1787,0.1459,0.584,147
anon_page_0732,cluster_12,4,0,376,817,15,1,3.45,13323,1920,0.1441,0.474,189
anon_page_0732,cluster_12,5,0,383,817,15,1,3.47,13065,1869,0.1431,0.735,137
anon_page_0732,cluster_12,6,0,390,817,15,0,3.62,13670,1937,0.1417,0.709,189
anon_page_0732,cluster_12,7,0,397,817,15,0,3.54,12660,1784,0.1409,0.529,151
anon_page_0732,cluster_12,8,0,404,817,15,0,3.58,12552,1755,0.1398,0.577,185
anon_page_0732,cluster_12,9,0,411,817,15,3,3.66,12663,1756,0.1387,0.53,158
anon_page_0732,cluster_12,10,0,418,817,15,0,3.86,13631,1874,0.1375,0.398,125
anon_page_0732,cluster_12,11,0,425,817,15,0,3.93,13683,1867,0.1364,0.508,141
anon_page_0732,cluster_12,12,0,432,817,15,1,4.01,13807,1870,0.1354,0.626,127
anon_page_0732,cluster_12,13,0,439,817,15,1,4.15,14320,1926,0.1345,0.732,96
anon_page_0732,cluster_12,14,0,446,817,15,0,3.8,11570,1545,0.1335,0.789,170
anon_page_0732,cluster_12,15,0,453,817,15,0,4.23,14033,1861,0.1326,0.662,143
anon_page_0733,cluster_13,0,0,178,2190,26,3,2.97,2875,449,0.1562,0.591,131
anon_page_0733,cluster_13,1,0,185,2190,26,3,3.3,3277,503,0.1535,0.592,119
anon_page_0733,cluster_13,2,0,192,2190,26,0,3.29,3171,484,0.1526,0.501,154
anon_page_0733,cluster_13,3,0,199,2190,26,1,3.26,3040,461,0.1516,0.566,46
anon_page_0733,cluster_13,4,0,206,2190,26,1,3.17,2813,425,0.1511,0.378,110
anon_page_0733,cluster_13,5,0,213,2190,26,1,3.3,2911,435,0.1494,0.692,140
anon_page_0733,cluster_13,6,0,220,2190,26,0,3.33,2870,426,0.1484,0.555,120
anon_page_0733,cluster_13,7,0,227,2190,26,2,3.48,3005,442,0.1471,0.667,166
anon_page_0733,cluster_13,8,0,234,2190,26,1,3.56,3027,441,0.1457,0.695,96
anon_page_0733,cluster_13,9,0,241,2190,26,1,3.62,3026,438,0.1447,0.758,143
anon_page_0733,cluster_13,10,0,248,2190,26,1,3.6,2900,417,0.1438,0.576,142
anon_page_0733,cluster_13,11,0,255,2190,26,1,3.69,2949,420,0.1424,0.699,169
